Calorias,Tiempo,Peso,Velocidad
874.8,54.0,64.6,14.5
852.5,48.1,85.3,12.0
1043.4,80.6,76.4,9.8
479.0,30.9,69.7,12.9
726.0,64.8,64.3,10.1
1025.5,60.1,76.8,12.9
917.0,66.7,66.0,12.1
902.8,40.5,82.1,15.7
1293.7,57.0,93.1,14.1
629.7,48.6,64.0,11.7
266.5,16.5,69.5,13.5
796.9,58.9,74.8,10.5
236.9,12.7,70.3,15.4
259.7,24.6,44.2,13.9
62.1,6.3,50.7,11.3
349.1,17.8,81.0,14.0
137.8,7.7,74.9,13.8
771.4,66.7,69.3,9.7
839.4,48.0,75.0,13.5
251.6,14.9,69.8,14.0
672.8,43.7,67.0,13.3
369.1,23.1,67.1,13.8
354.0,27.3,66.3,11.3
157.9,11.9,74.0,10.4
827.6,63.1,70.3,10.8
203.2,19.1,62.5,9.8
1063.0,63.4,80.2,12.1
270.6,24.4,59.5,10.8
568.4,32.3,73.9,13.8
870.0,58.8,68.6,12.5
1153.2,76.4,87.0,10.0
966.0,52.1,71.5,15.0
943.1,55.9,67.0,14.6
123.3,6.6,74.1,14.6
954.8,52.3,81.6,13.0
934.4,72.2,68.1,11.0
238.2,16.8,61.0,13.4
124.6,9.7,60.3,12.4
106.1,7.8,60.7,13.0
131.4,8.3,73.3,12.5
895.1,50.5,69.4,14.8
704.1,74.3,48.9,11.2
1022.0,53.0,73.1,15.3
441.9,29.6,57.6,15.0
486.0,41.8,58.1,11.6
127.2,9.4,71.0,11.0
393.0,24.6,61.8,14.9
295.0,22.2,69.4,11.1
798.2,76.1,61.9,9.8
173.1,8.3,83.4,14.6
508.4,33.4,64.1,13.8
117.8,10.4,72.8,9.0
661.6,33.9,72.3,15.6
460.0,26.4,71.2,14.2
550.2,36.9,62.1,13.9
655.6,50.2,72.5,10.4
656.5,54.8,77.1,9.0
167.2,9.5,77.4,13.2
609.3,40.7,71.0,12.2
700.8,54.5,64.8,11.5
781.5,37.6,79.7,15.1
349.4,24.1,69.8,12.0
722.0,48.6,66.7,12.9
860.1,51.6,76.6,12.6
866.4,57.2,71.4,12.3
776.4,51.3,56.7,15.5
895.0,65.6,69.9,11.3
1121.8,77.5,74.7,11.2
957.2,75.2,65.2,11.3
608.8,62.7,60.1,9.4
134.6,12.6,58.6,10.5
1071.6,68.7,71.7,12.6
621.0,46.9,58.1,13.2
459.1,29.5,65.4,13.8
678.7,41.5,86.4,11.0
144.8,9.4,73.3,12.1
552.9,38.6,74.0,11.2
581.1,33.2,76.8,13.2
328.5,23.1,69.5,11.9
591.7,44.2,71.2,10.9
268.8,14.0,83.6,13.3
149.5,14.3,61.9,9.8
1109.0,63.1,71.8,14.2
1239.4,55.4,90.3,14.4
1027.7,52.3,79.3,14.4
997.8,60.2,78.2,12.3
1303.1,55.8,87.5,15.5
975.0,78.6,77.4,9.3
635.7,48.9,61.8,12.2
1214.1,70.2,82.4,12.1
1088.0,62.5,80.1,12.6
731.6,43.3,66.7,14.7
295.0,18.6,63.9,14.4
739.3,41.4,70.2,14.7
565.3,27.1,78.2,15.4
358.4,31.9,56.9,11.4
663.1,61.2,60.5,10.4
784.0,73.4,65.3,9.5
77.1,5.6,60.9,13.1
180.4,10.1,66.9,15.4
159.0,8.8,84.0,12.5
381.4,28.3,73.7,10.6
662.3,51.0,48.1,15.6
671.9,46.8,70.8,11.7
644.9,47.3,58.5,13.5
808.9,64.8,54.9,13.2
884.9,85.4,60.1,10.0
80.4,6.6,75.4,9.3
892.2,65.5,70.6,11.2
256.4,15.1,62.8,15.7
99.0,6.4,78.0,11.5
468.9,45.5,57.7,10.4
940.4,66.8,63.4,12.9
633.0,43.4,74.6,11.3
358.4,19.3,71.2,15.1
77.6,7.3,65.8,9.3
495.8,37.4,59.9,12.8
247.5,14.5,78.6,12.6
228.2,23.1,56.2,10.2
488.4,25.7,88.5,12.5
587.5,75.2,49.9,9.1
402.8,29.1,64.3,12.5
67.4,4.3,62.4,14.5
92.9,5.4,66.3,15.0
302.4,25.0,64.2,10.9
78.7,7.5,65.2,9.3
978.3,72.7,80.4,9.7
441.8,39.0,60.0,10.9
452.4,35.4,56.7,13.0
153.5,11.3,51.9,15.2
718.4,66.3,59.0,10.6
296.7,17.9,70.4,13.7
300.1,16.3,67.6,15.8
969.7,75.5,72.4,10.3
486.2,24.7,95.3,12.0
370.0,27.5,61.8,12.6
612.6,32.3,71.0,15.5
285.6,17.5,71.3,13.2
649.2,38.1,76.9,12.9
292.0,26.3,66.8,9.6
867.0,71.3,70.3,10.0
298.5,18.2,72.7,13.1
221.7,15.1,54.8,15.5
1098.9,77.7,79.6,10.3
1138.9,61.1,75.2,14.4
756.6,41.4,69.6,15.2
975.7,74.2,83.5,9.1
341.9,24.1,67.9,12.1
1125.5,74.4,82.7,10.6
201.4,12.8,78.8,11.6
195.6,16.2,76.4,9.1
290.8,18.3,61.2,15.0
764.6,57.8,70.7,10.8
936.5,67.3,69.9,11.5
288.1,24.6,64.3,10.6
469.9,55.4,39.9,12.3
654.6,60.0,54.5,11.6
525.7,34.1,69.4,12.8
428.7,25.3,67.2,14.6
1059.4,72.9,70.8,11.9
385.6,24.7,71.1,12.7
286.5,23.8,58.1,12.0
501.7,40.4,50.9,14.1
998.3,73.5,73.6,10.7
704.7,73.1,57.0,9.8
780.3,52.4,66.5,13.0
902.1,56.8,70.5,13.0
494.1,42.4,62.5,10.8
948.2,53.5,72.7,14.1
905.0,62.9,73.1,11.4
707.3,52.6,67.9,11.5
1169.6,87.4,82.1,9.4
613.8,38.0,94.2,9.9
909.6,65.2,59.6,13.6
353.9,33.2,64.8,9.5
992.9,58.3,75.8,13.0
79.1,3.9,74.8,15.8
992.8,91.3,69.6,9.1
287.2,19.2,64.3,13.5
1003.3,62.9,73.5,12.6
352.5,18.3,71.3,15.7
497.7,31.6,63.7,14.3
84.7,5.3,73.9,12.5
395.0,25.0,66.9,13.7
648.2,41.3,91.9,9.9
159.5,8.4,71.9,15.3
351.3,19.1,79.6,13.3
653.6,54.6,60.8,11.4
471.7,48.6,56.6,9.9
930.0,78.8,74.7,9.2
868.9,75.8,68.6,9.7
84.4,4.6,71.6,14.7
196.1,18.2,54.1,11.5
94.7,9.0,47.0,13.0
878.7,56.9,65.3,13.7
675.7,40.5,67.4,14.3
1127.7,70.3,73.4,12.7
745.8,55.8,71.0,10.9
1069.1,82.3,70.6,10.7
1112.3,60.1,74.7,14.3
295.1,22.9,78.3,9.5
696.7,52.1,79.4,9.7
137.6,12.1,71.5,9.2
233.4,26.1,56.1,9.2
286.8,12.8,82.2,15.8
556.1,46.4,65.9,10.5
104.9,10.9,60.4,9.2
760.0,45.7,91.5,10.5
236.2,17.5,79.8,9.8
259.9,16.8,77.5,11.5
633.6,61.8,51.6,11.5
833.4,49.9,65.7,14.7
760.6,57.3,68.1,11.3
766.6,37.9,75.3,15.6
618.3,28.4,85.0,14.9
675.0,45.9,70.9,12.0
226.7,14.3,75.7,12.1
850.7,37.6,83.4,15.7
339.9,14.7,86.4,15.5
780.3,56.5,64.4,12.4
830.5,39.5,84.6,14.4
655.9,73.7,45.2,11.4
379.5,30.0,72.6,10.1
712.2,60.2,58.1,11.8
745.4,52.2,62.0,13.4
93.5,8.0,54.1,12.6
596.5,40.4,62.1,13.8
576.5,37.9,64.6,13.7
516.8,44.1,60.6,11.2
414.5,30.1,64.9,12.3
733.6,42.5,64.5,15.5
805.9,77.0,67.3,9.0
390.9,23.4,86.2,11.2
394.2,28.0,82.7,9.9
82.0,4.1,73.4,15.9
392.9,22.4,84.1,12.1
944.4,77.7,67.4,10.4
115.4,7.2,66.0,14.0
1018.4,68.3,67.1,12.9
905.6,78.0,67.5,10.0
795.0,59.2,69.3,11.2
759.9,43.0,68.0,15.0
500.6,35.3,75.2,10.9
381.9,31.0,66.8,10.7
1283.5,54.6,87.4,15.6
721.8,42.2,76.7,12.9
163.5,15.8,65.2,9.2
844.7,86.6,60.4,9.4
489.4,25.5,77.4,14.4
329.5,21.8,74.7,11.7
473.0,47.8,63.1,9.1
726.4,78.2,58.6,9.2
227.7,12.9,84.3,12.1
535.4,48.7,65.9,9.7
501.7,52.7,60.3,9.1
924.6,86.6,67.9,9.1
275.9,18.8,60.0,14.2
251.8,27.4,58.5,9.1
337.3,16.0,80.2,15.3
373.3,21.9,70.2,14.1
926.1,56.6,77.9,12.2
562.8,35.3,77.2,12.0
164.9,10.1,65.9,14.3
1157.7,58.6,76.7,14.9
1272.8,66.6,86.3,12.8
370.4,20.4,69.0,15.2
145.4,12.0,64.7,10.8
856.8,54.6,74.6,12.2
925.7,49.8,83.5,12.9
295.4,34.9,52.2,9.4
350.1,20.9,83.0,11.7
763.8,36.1,79.8,15.4
703.4,35.7,79.8,14.3
623.4,42.3,62.2,13.7
734.8,37.2,88.1,13.0
425.6,33.8,80.0,9.1
186.4,9.5,74.0,15.3
489.5,27.1,70.2,14.9
215.0,14.5,54.5,15.8
201.5,12.5,70.4,13.2
449.2,33.8,74.8,10.3
980.7,53.3,71.1,15.0
505.1,30.2,72.9,13.3
508.2,31.9,96.6,9.5
1016.1,62.4,66.4,14.2
600.6,68.0,55.9,9.1
1258.0,61.0,86.5,13.8
1091.4,61.7,77.8,13.2
794.2,59.0,65.5,11.9
854.0,44.4,73.2,15.2
554.0,40.5,65.8,12.0
386.6,19.4,79.0,14.6
467.4,54.3,44.7,11.2
379.4,25.0,64.1,13.7
866.7,88.3,60.8,9.4
557.5,29.0,76.1,14.6
844.0,46.7,74.3,14.1
241.3,13.0,86.8,12.4
756.3,47.0,73.0,12.8
370.6,29.2,73.9,10.0
754.1,39.0,74.7,15.0
350.9,29.3,55.7,12.5
200.7,17.0,65.6,10.4
481.3,31.5,66.7,13.3
659.1,64.7,63.4,9.3
177.5,9.7,69.4,15.3
791.0,51.8,64.1,13.8
575.8,42.6,69.0,11.4
153.2,7.0,88.8,14.3
210.5,13.9,56.2,15.6
980.8,45.4,87.3,14.3
330.5,39.3,51.5,9.4
972.9,57.0,68.8,14.4
532.1,33.1,68.1,13.7
755.1,71.9,61.9,9.8
636.8,64.8,59.0,9.6
269.6,13.2,73.9,16.0
217.1,16.0,64.3,12.2
984.4,77.8,70.3,10.4
844.2,49.3,63.0,15.7
600.1,35.9,69.1,14.0
103.4,5.4,78.6,14.0
713.8,44.8,68.8,13.4
1014.8,63.4,79.1,11.7
180.4,10.3,80.6,12.6
692.3,45.8,62.4,14.0
637.0,46.0,63.1,12.7
621.5,54.6,63.0,10.5
165.7,15.9,65.0,9.3
836.2,61.4,54.9,14.4
645.5,84.5,44.3,10.0
1086.2,76.5,78.7,10.4
573.5,37.6,74.5,11.9
538.3,30.1,84.4,12.3
542.5,40.5,49.1,15.8
580.8,31.1,67.8,15.9
129.6,7.7,71.6,13.7
372.6,22.2,65.4,14.9
415.1,21.6,74.1,15.0
855.5,37.3,84.7,15.7
410.5,31.1,62.3,12.3
799.0,67.5,69.5,9.9
968.0,56.1,83.7,11.9
160.9,12.8,56.3,12.9
147.7,7.8,75.2,14.5
213.2,21.6,61.9,9.2
590.2,36.1,80.2,11.8
229.9,15.0,77.3,11.4
110.7,6.5,73.8,13.3
208.7,11.7,70.5,14.6
750.4,75.2,51.3,11.3
1006.7,60.3,64.8,14.9
318.9,15.3,82.9,14.6
222.2,12.0,79.0,13.6
784.9,46.0,63.2,15.6
978.3,55.0,72.4,14.2
1205.2,85.5,82.3,9.9
431.2,34.9,73.4,9.7
356.3,31.3,67.8,9.7
537.3,48.6,62.6,10.2
348.7,31.8,68.2,9.3
480.7,29.6,60.8,15.5
426.2,22.1,81.5,13.7
612.1,44.9,73.3,10.8
423.8,39.1,41.8,15.0
469.8,49.5,50.5,10.9
822.4,50.9,74.2,12.6
387.5,18.6,89.4,13.5
208.7,10.1,84.1,14.3
777.4,69.5,67.5,9.6
830.6,72.4,70.3,9.5
517.5,32.7,71.5,12.8
349.2,21.0,69.1,14.0
221.8,10.8,76.4,15.5
960.1,72.3,64.6,11.9
683.5,57.9,51.7,13.2
890.2,54.7,75.0,12.6
426.7,27.8,59.0,15.1
324.1,27.0,68.7,10.1
1348.1,68.8,90.1,12.6
1080.9,82.3,77.3,9.8
600.7,43.2,58.8,13.7
278.5,17.1,73.2,12.9
190.3,17.4,60.8,10.4
838.5,45.6,78.9,13.5
726.0,60.7,58.0,11.9
140.3,10.5,57.0,13.5
759.4,69.7,64.5,9.8
533.8,49.1,66.2,9.5
816.3,58.9,68.4,11.7
483.7,31.3,75.1,11.9
880.9,52.5,68.1,14.3
722.3,38.6,75.1,14.4
171.1,12.2,73.5,11.0
521.8,35.5,55.5,15.4
158.7,12.5,74.4,9.9
1072.7,49.3,82.0,15.4
880.8,74.0,72.5,9.5
696.8,34.6,77.1,15.1
970.5,70.5,63.9,12.5
131.2,8.5,58.8,15.1
112.0,6.5,77.3,13.0
945.5,57.8,73.1,12.9
207.6,13.9,87.2,9.9
896.5,52.5,73.3,13.5
773.8,70.1,63.3,10.1
1322.5,90.4,89.7,9.4
833.0,54.2,78.3,11.4
593.8,58.4,44.0,13.4
309.6,15.7,72.6,15.7
184.0,10.3,66.4,15.6
195.1,16.2,77.6,9.0
840.7,50.7,75.1,12.8
673.9,35.9,90.3,12.0
408.4,37.2,62.7,10.1
1008.3,52.9,81.1,13.6
299.7,20.6,54.7,15.4
1046.7,47.6,81.2,15.7
317.4,21.1,74.4,11.7
653.0,46.1,60.6,13.5
477.1,31.9,76.2,11.4
437.6,31.4,79.4,10.1
819.3,54.3,72.7,12.0
390.0,23.3,88.1,11.0
724.1,36.8,79.1,14.4
211.4,15.5,62.7,12.6
661.1,47.1,70.3,11.6
981.1,69.0,76.9,10.7
233.1,14.3,76.6,12.3
465.7,31.8,57.6,14.7
1065.4,70.2,85.7,10.3
148.5,12.4,71.3,9.7
179.3,8.1,80.2,16.0
339.9,27.6,70.1,10.2
706.0,47.5,69.6,12.4
366.3,23.1,73.7,12.4
679.3,57.4,67.4,10.2
495.3,36.1,57.7,13.8
1050.4,80.0,67.7,11.2
893.9,49.0,82.4,12.8
755.7,36.9,89.4,13.3
787.5,50.4,68.1,13.3
375.5,21.7,66.8,15.0
239.7,17.6,63.8,12.4
875.3,52.6,60.7,15.9
194.9,18.7,60.2,10.0
131.1,10.6,63.4,11.3
850.3,63.3,66.8,11.6
1057.4,85.1,77.1,9.3
157.1,9.4,67.0,14.5
700.3,56.8,71.9,9.9
561.7,49.7,63.5,10.3
1009.1,63.7,69.0,13.3
999.8,47.8,82.4,14.7
1169.5,69.7,89.2,10.9
737.3,62.9,62.7,10.8
149.6,10.3,62.6,13.4
1157.6,60.9,76.3,14.4
95.8,6.2,80.1,11.2
740.3,43.7,77.5,12.7
987.4,99.6,63.7,9.0
578.8,40.7,70.8,11.6
1105.1,95.5,73.6,9.1
989.7,44.2,81.3,15.9
191.6,10.7,84.0,12.3
924.6,70.8,80.1,9.4
1004.4,87.5,68.1,9.8
111.7,5.6,79.8,14.5
495.3,39.7,73.3,9.8
670.0,43.6,71.8,12.4
87.2,5.9,62.4,13.7
127.2,7.1,67.8,15.4
101.6,6.6,77.1,11.5
543.9,39.8,70.1,11.3
319.2,22.1,75.0,11.2
604.0,60.0,61.4,9.5
587.2,36.0,66.9,14.1
638.3,38.7,90.0,10.6
127.0,11.0,53.7,12.4
659.7,41.6,58.6,15.7
404.6,37.4,55.3,11.3
849.7,78.4,63.8,9.8
1059.4,82.2,74.9,10.0
565.4,33.5,62.1,15.8
506.0,30.0,67.0,14.6
810.3,96.8,53.4,9.1
754.5,42.2,67.8,15.3
511.8,31.7,67.1,13.9
874.1,47.6,66.6,16.0
539.1,42.1,72.3,10.3
871.5,85.4,65.3,9.0
659.3,70.5,59.1,9.2
454.4,31.4,75.0,11.2
1062.7,53.3,83.7,13.8
106.3,6.7,59.5,15.4
734.8,61.8,48.2,14.3
296.8,22.0,63.7,12.2
183.4,9.9,81.6,13.2
325.6,23.2,62.1,13.1
624.6,37.5,65.2,14.8
577.5,55.7,56.5,10.6
1012.5,54.8,70.6,15.1
808.8,52.7,70.2,12.7
123.5,7.6,63.8,14.7
259.0,19.7,83.5,9.1
1112.1,54.0,77.2,15.5
215.0,15.9,63.6,12.3
1161.1,58.9,77.4,14.8
444.6,34.3,58.4,12.9
205.2,19.1,62.6,9.9
711.4,68.8,60.1,10.0
930.0,74.1,72.5,10.0
417.1,40.0,66.5,9.1
195.2,15.7,59.0,12.2
873.6,51.7,70.1,14.0
201.0,12.2,76.1,12.5
466.3,27.1,88.3,11.3
998.1,75.5,78.5,9.8
243.3,12.2,85.6,13.5
958.0,61.7,71.7,12.5
424.2,33.8,66.9,10.9
972.2,68.5,77.5,10.6
610.3,36.8,66.7,14.4
754.4,55.7,68.5,11.5
167.3,12.4,84.4,9.2
380.8,36.9,58.3,10.3
987.6,58.4,68.2,14.4
643.5,59.3,65.1,9.6
656.6,60.1,61.8,10.2
576.4,34.3,67.3,14.4
964.8,52.1,78.4,13.7
555.1,38.0,58.2,14.5
144.7,7.8,68.8,15.5
792.6,42.2,86.5,12.6
1076.0,90.8,73.6,9.3
267.0,20.9,75.4,9.8
523.9,43.2,75.7,9.3
296.8,14.6,78.8,15.0
892.6,88.1,63.8,9.2
126.0,7.2,67.3,15.0
532.3,42.0,62.6,11.7
922.7,88.3,63.0,9.6
276.8,11.2,90.3,15.8
366.6,23.7,63.1,14.2
803.9,52.5,65.3,13.6
116.8,8.1,83.1,10.1
415.1,30.6,78.7,10.0
426.0,34.6,65.1,11.0
237.3,15.5,68.4,13.0
293.8,14.3,80.1,14.9
312.2,15.4,74.4,15.7
956.7,55.1,78.2,12.9
467.2,25.0,71.8,15.1
457.5,47.1,59.6,9.4
500.1,26.6,69.1,15.7
486.4,39.3,72.7,9.9
361.1,24.1,67.6,12.9
341.5,23.4,85.0,9.9
849.5,52.2,69.6,13.5
399.4,28.4,68.7,11.8
132.0,8.2,69.1,13.5
437.5,32.2,70.9,11.1
556.4,38.7,65.8,12.6
1039.3,65.2,70.4,13.1
383.7,22.8,78.4,12.5
577.7,39.0,77.4,11.1
539.8,27.8,71.2,15.8
427.1,29.4,72.7,11.6
146.0,8.4,64.6,15.7
910.5,52.0,70.7,14.3
822.1,65.2,68.1,10.7
213.1,18.0,65.3,10.5
785.8,75.1,56.2,10.8
851.8,36.5,102.8,13.2
438.8,28.4,61.6,14.5
760.9,85.2,57.0,9.1
245.0,19.9,70.8,10.1
834.9,51.0,61.1,15.5
864.6,70.9,63.2,11.2
827.6,52.3,76.8,11.9
771.0,51.4,61.2,14.2
75.9,4.9,65.3,13.8
695.3,58.3,51.7,13.3
204.1,20.9,58.8,9.6
984.8,62.4,64.6,14.1
223.6,11.1,74.7,15.6
638.8,62.5,62.9,9.4
225.7,22.5,54.6,10.6
566.0,49.0,69.0,9.7
476.9,44.4,46.2,13.5
493.6,28.7,89.5,11.1
981.1,87.9,67.3,9.6
290.9,16.8,65.0,15.5
1055.0,80.8,72.3,10.5
193.4,21.5,49.4,10.5
222.7,16.0,71.0,11.4
725.1,40.6,71.3,14.5
496.9,32.5,74.5,11.9
317.1,20.8,89.6,9.9
732.7,45.2,69.9,13.4
137.6,10.0,74.7,10.7
680.3,45.0,70.5,12.4
468.6,32.4,78.4,10.7
393.0,33.0,72.7,9.5
941.7,47.6,76.0,15.1
1168.9,46.2,96.2,15.2
131.8,7.3,67.3,15.4
972.8,58.0,70.7,13.7
481.1,28.3,64.1,15.3
660.4,65.7,63.9,9.1
599.9,54.1,60.1,10.7
505.1,31.0,69.5,13.6
1091.7,42.6,92.9,16.0
307.4,36.9,50.3,9.6
826.0,89.1,56.8,9.4
682.8,45.8,61.7,14.0
314.1,20.4,58.1,15.4
719.8,46.3,81.4,11.1
240.8,11.9,77.8,15.0
520.2,63.1,51.8,9.2
473.5,30.9,82.0,10.8
902.5,50.2,65.1,16.0
264.5,15.3,83.4,12.0
1023.2,49.2,77.0,15.6
949.4,83.6,65.2,10.1
980.2,73.9,74.2,10.4
363.1,25.2,56.3,14.9
378.8,22.0,63.4,15.7
904.1,55.2,61.7,15.4
100.5,5.7,65.2,15.6
619.3,41.5,73.3,11.8
707.7,56.4,57.2,12.7
805.5,41.1,73.0,15.5
1115.5,70.3,87.3,10.5
89.6,6.4,52.2,15.4
558.4,35.4,73.5,12.4
120.9,7.5,60.7,15.4
724.9,53.4,56.8,13.8
990.1,50.4,74.6,15.2
990.1,55.9,91.2,11.3
152.2,12.6,63.6,11.0
812.2,58.3,57.2,14.1
491.2,47.6,60.3,9.9
1135.3,92.2,75.7,9.4
667.7,37.0,68.1,15.3
1133.6,67.9,78.5,12.3
378.3,24.7,58.7,15.1
915.7,81.7,70.3,9.2
251.7,18.5,60.3,13.1
312.1,28.2,55.1,11.6
1067.3,58.2,73.0,14.5
818.2,66.8,73.3,9.7
641.9,58.8,67.9,9.3
665.4,43.6,82.0,10.8
244.9,15.7,57.8,15.7
122.1,6.4,79.6,14.0
650.4,51.5,65.2,11.2
703.6,54.1,57.8,13.0
171.3,9.2,72.0,15.1
558.7,47.8,74.7,9.1
732.8,65.4,58.1,11.2
754.6,49.9,62.4,14.1
189.1,13.1,80.8,10.3
610.2,41.7,61.9,13.7
1137.0,60.7,84.2,12.9
797.9,43.7,74.4,14.2
163.7,13.1,73.8,9.8
93.1,6.5,63.8,13.0
648.7,51.2,64.5,11.4
149.2,7.8,79.4,14.0
316.0,20.6,71.4,12.4
663.4,31.5,79.8,15.3
894.0,46.3,75.4,14.8
414.3,34.5,51.3,13.6
576.3,51.1,69.7,9.4
677.3,61.2,66.1,9.7
421.0,21.1,84.3,13.7
1052.3,54.2,74.3,15.1
131.3,9.3,51.4,15.9
731.5,51.1,54.7,15.1
933.8,47.3,87.9,13.0
225.4,19.5,65.4,10.2
336.0,28.0,47.6,14.6
1023.6,60.6,84.3,11.6
722.6,34.6,85.5,14.1
331.6,32.3,61.7,9.6
461.1,32.0,83.0,10.0
792.0,42.9,69.0,15.5
845.7,68.5,57.1,12.5
305.9,23.6,80.6,9.3
69.8,5.8,64.8,10.8
976.0,55.8,72.8,13.9
457.9,39.8,69.8,9.6
795.2,60.7,75.0,10.1
239.0,15.5,67.3,13.3
329.2,25.5,64.1,11.7
1193.5,70.7,77.0,12.7
187.2,16.5,61.7,10.6
451.4,42.0,64.1,9.7
135.0,12.3,66.1,9.6
152.5,11.7,60.6,12.4
969.3,55.2,67.9,15.0
1002.1,73.8,85.1,9.2
843.8,60.0,61.9,13.2
185.4,12.0,72.9,12.3
670.3,54.3,54.7,13.1
90.1,7.5,70.7,9.8
333.1,22.0,56.2,15.6
1221.7,86.9,81.8,10.0
382.7,21.0,67.1,15.7
898.0,77.2,67.1,10.0
551.3,30.8,71.3,14.5
259.1,20.2,63.2,11.8
481.5,35.7,59.6,13.1
243.6,21.9,65.9,9.8
284.0,17.5,79.2,11.9
90.6,7.6,70.3,9.8
954.5,65.8,69.1,12.2
545.5,57.1,54.7,10.1
279.3,21.8,64.5,11.5
652.1,32.9,86.6,13.3
170.8,15.0,66.0,10.0
386.5,19.8,78.2,14.5
122.6,8.5,52.7,15.9
198.5,24.6,46.6,10.0
494.6,46.9,66.4,9.2
1087.3,55.2,80.5,14.2
298.8,15.2,79.0,14.4
674.2,68.4,51.3,11.1
245.1,17.6,87.7,9.2
972.1,69.4,64.2,12.6
785.5,63.2,71.9,10.0
598.4,29.7,78.4,14.9
142.7,12.7,52.5,12.4
728.1,46.7,72.9,12.4
678.2,45.6,77.4,11.1
103.3,8.9,65.8,10.3
899.5,58.6,70.1,12.7
247.6,15.6,76.7,12.0
1365.9,72.8,90.2,12.1
230.2,17.9,53.5,13.9
585.2,34.5,66.1,14.9
130.5,8.0,78.8,12.0
343.9,28.9,71.4,9.7
335.7,25.6,69.0,11.0
651.0,48.0,72.0,10.9
690.1,41.1,74.8,13.0
793.5,73.2,58.9,10.7
231.5,22.3,66.8,9.0
478.0,22.4,92.1,13.4
488.7,29.1,64.3,15.1
573.1,42.6,60.4,12.9
400.6,27.7,77.8,10.8
320.1,23.4,62.0,12.8
912.1,71.6,67.4,11.0
700.9,41.6,68.5,14.2
668.9,46.7,69.1,12.0
822.7,65.7,61.7,11.7
381.6,26.6,66.3,12.5
732.8,50.9,72.7,11.5
920.1,44.5,87.0,13.8
272.0,18.4,55.3,15.5
611.1,50.9,60.6,11.5
742.8,38.8,87.7,12.6
300.9,20.6,77.6,10.9
1112.0,73.5,76.3,11.5
811.0,51.2,58.9,15.6
468.8,41.6,53.3,12.3
574.3,42.7,68.6,11.3
1061.4,85.4,73.4,9.8
250.6,15.0,68.0,14.3
320.0,15.1,80.7,15.2
940.2,62.3,66.9,13.1
297.9,19.7,76.4,11.5
1017.4,62.6,80.5,11.7
326.0,18.5,69.7,14.6
1263.1,81.5,88.3,10.2
842.4,75.9,71.4,9.0
724.2,42.2,71.1,14.0
428.6,24.2,66.6,15.4
420.1,37.3,64.7,10.1
1017.5,73.8,65.6,12.2
766.9,38.3,75.9,15.3
157.6,10.0,58.7,15.6
622.3,39.4,77.1,11.9
653.3,43.4,68.0,12.8
972.1,57.6,70.1,14.0
762.3,40.6,69.3,15.7
787.6,57.2,66.3,12.0
112.0,8.9,51.8,14.1
1000.9,43.9,88.0,15.0
710.2,37.2,70.6,15.6
887.3,72.0,61.3,11.6
778.8,55.8,79.3,10.2
516.5,32.0,86.8,10.8
986.8,63.3,72.5,12.5
789.7,68.7,57.1,11.7
483.8,29.0,74.0,13.1
531.1,57.7,58.7,9.1
907.3,84.1,59.5,10.5
818.7,47.5,65.8,15.2
360.8,31.8,63.3,10.4
105.3,9.9,57.6,10.8
877.7,45.3,72.3,15.5
369.1,41.6,44.7,11.5
111.3,8.0,78.0,10.3
832.4,54.7,61.3,14.4
411.7,31.6,71.9,10.5
322.9,17.9,68.0,15.4
825.0,47.6,69.6,14.4
144.1,11.5,74.6,9.7
399.1,20.7,94.6,11.8
205.4,15.7,60.7,12.5
297.8,36.3,49.6,9.6
582.4,42.9,73.3,10.7
1056.2,70.6,76.5,11.3
528.6,43.1,68.0,10.5
747.7,66.4,66.3,9.8
411.3,28.9,77.8,10.6
225.9,16.3,65.7,12.2
1167.0,62.3,82.7,13.1
1136.0,57.5,91.3,12.5
283.4,13.1,78.6,15.9
677.8,28.6,88.6,15.5
83.8,4.3,75.3,15.0
340.1,23.8,72.8,11.4
1053.4,50.0,83.4,14.6
297.1,14.6,81.4,14.5
1090.8,89.2,78.3,9.0
758.3,43.8,73.4,13.7
409.9,23.7,76.2,13.1
84.3,6.3,56.2,13.8
437.9,31.5,63.8,12.6
673.9,52.7,77.8,9.5
92.4,5.5,68.9,14.2
806.6,53.7,77.4,11.3
826.5,46.6,74.1,13.9
647.3,46.6,64.1,12.5
934.1,63.6,64.2,13.3
176.4,17.3,60.6,9.8
136.1,9.4,55.4,15.1
232.3,19.5,44.9,15.4
160.2,13.4,76.0,9.1
904.4,49.1,69.1,15.5
520.0,37.1,59.4,13.7
451.2,33.3,78.4,10.0
177.2,10.2,71.6,14.0
1007.2,70.1,79.7,10.4
1277.2,62.6,92.0,12.8
1376.4,68.0,93.2,12.6
840.9,61.2,71.8,11.1
269.3,14.5,75.5,14.3
589.7,29.8,82.6,13.9
251.7,16.5,69.1,12.8
444.1,37.7,65.5,10.4
287.7,20.6,77.7,10.4
623.0,78.4,50.3,9.1
215.9,19.5,54.0,11.9
888.1,46.5,72.1,15.3
940.6,51.9,68.9,15.2
288.4,19.7,85.6,9.9
214.7,27.3,49.5,9.2
1046.6,68.0,72.6,12.3
703.7,51.4,61.6,12.9
576.5,42.2,74.5,10.6
344.9,26.5,60.9,12.4
880.0,75.6,59.8,11.3
369.5,40.4,52.1,10.2
